keys,zh,en
OPTION_FAMILY_WEDDING_A,大力操办，给足面子,"Organize grandly, give full face"
OPTION_FAMILY_WEDDING_B,简单办一下就好,Keep it simple
OPTION_FAMILY_RETIREMENT_A,陪伴庆祝，享受天伦,"Celebrate together, enjoy family time"
OPTION_FAMILY_RETIREMENT_B,各自忙碌，偶尔联系,"Each busy, occasionally in touch"
OPTION_FAMILY_PASSING_A,悲痛欲绝，难以释怀,"Devastated, unable to let go"
OPTION_FAMILY_PASSING_B,化悲为痛，坚强面对,"Channel grief into strength, face it bravely"
OPTION_FAMILY_INHERITANCE_A,接受遗产,Accept the inheritance
OPTION_FAMILY_INHERITANCE_B,捐出大部分，留一小部分,"Donate most, keep a small portion"
OPTION_FRIEND_BUSINESS_A,出资支持,Invest to support
OPTION_FRIEND_BUSINESS_B,祝福但不参与,Wish well but don't participate
OPTION_FRIEND_LOAN_A,借给他,Lend the money
OPTION_FRIEND_LOAN_B,委婉拒绝,Politely decline
OPTION_JOB_INTERVIEW_A,认真准备，全力以赴,"Prepare seriously, go all out"
OPTION_JOB_INTERVIEW_B,放弃这次机会,Pass on this opportunity
OPTION_JOB_OFFER_A,接受程序员职位,Accept the programmer position
OPTION_JOB_OFFER_B,接受教师职位,Accept the teacher position
OPTION_JOB_REJECTION_A,深受打击,Deeply discouraged
OPTION_JOB_REJECTION_B,总结经验，继续努力,"Learn from it, keep trying"
OPTION_PROMOTION_A,争取晋升,Go for the promotion
OPTION_PROMOTION_B,安于现状,Stay in current position
OPTION_PROMOTION_SUCCESS_A,大展宏图,Aim high
OPTION_PROMOTION_SUCCESS_B,稳步前行,Proceed steadily
OPTION_PROMOTION_FAIL_A,心灰意冷,Feel discouraged
OPTION_PROMOTION_FAIL_B,加倍努力，来年再战,"Double the effort, try again next year"
OPTION_LAYOFF_A,接受现实，重新开始,"Accept reality, start over"
OPTION_LAYOFF_B,争取赔偿金,Fight for severance pay
OPTION_JOB_SEARCH_A,积极投简历,Actively send out resumes
OPTION_JOB_SEARCH_B,先休息一段时间,Take a break first
OPTION_JOB_SEARCH_SUCCESS_A,接受公务员职位,Accept the civil servant position
OPTION_JOB_SEARCH_SUCCESS_B,接受程序员职位,Accept the programmer position
OPTION_JOB_SEARCH_FAIL_A,感到沮丧,Feel frustrated
OPTION_JOB_SEARCH_FAIL_B,自我提升，再接再厉,"Self-improve, keep trying"
OPTION_CAREER_CHANGE_A,转行当医生,Switch to being a doctor
OPTION_CAREER_CHANGE_B,维持现状,Maintain the status quo
OPTION_CODE_OVERTIME_A,加班赶工,Work overtime
OPTION_CODE_OVERTIME_B,按时下班,Leave on time
OPTION_HOSPITAL_SHIFT_A,坚守岗位,Stay at your post
OPTION_HOSPITAL_SHIFT_B,找人替班,Find someone to cover
OPTION_STARTUP_IDEA_A,辞职创业！,Quit and start a business!
OPTION_STARTUP_IDEA_B,还是稳妥一些,Better to play it safe
OPTION_STARTUP_STRUGGLE_A,咬牙坚持,Grit your teeth and persist
OPTION_STARTUP_STRUGGLE_B,及时止损，放弃创业,"Cut losses, give up the startup"
OPTION_STARTUP_SUCCESS_A,扩大规模，大展宏图,"Scale up, aim big"
OPTION_STARTUP_SUCCESS_B,稳健经营，细水长流,"Steady operation, slow and steady"
OPTION_STARTUP_FAILURE_A,一蹶不振,Unable to recover
OPTION_STARTUP_FAILURE_B,总结教训，重新出发,"Learn from it, start fresh"
OPTION_MENTOR_APPEAR_A,虚心请教,Humbly seek guidance
OPTION_MENTOR_APPEAR_B,婉言谢绝,Politely decline
OPTION_MENTOR_GIFT_A,感激接受,Accept with gratitude
OPTION_MENTOR_GIFT_B,婉拒厚礼，只求指点,"Decline the gift, only seek guidance"
OPTION_ACCIDENT_A,积极治疗,Actively seek treatment
OPTION_ACCIDENT_B,硬扛过去,Tough it out
OPTION_RECOVERY_A,积极康复，重拾信心,"Actively recover, regain confidence"
OPTION_RECOVERY_B,慢慢调养,Slowly recuperate
OPTION_WINDFALL_A,大胆投资,Boldly invest
OPTION_WINDFALL_B,存起来以备不时之需,Save it for a rainy day
OPTION_INVESTMENT_RETURN_A,继续加大投资,Increase investment
OPTION_INVESTMENT_RETURN_B,见好就收,Take the profits and run
OPTION_MIDLIFE_CRISIS_A,重新出发，改变现状,"Start fresh, change the status quo"
OPTION_MIDLIFE_CRISIS_B,默默承受,Silently endure
OPTION_MIDLIFE_RENEWAL_A,追求新的意义,Pursue new meaning
OPTION_MIDLIFE_RENEWAL_B,享受当下,Enjoy the present
OPTION_EPIPHANY_A,领悟人生真谛,Comprehend the true meaning of life
OPTION_EPIPHANY_B,回归初心,Return to original aspirations
OPTION_FAMILY_CONFLICT_A_TEXT,据理力争，绝不退让,"Stand your ground, never back down"
OPTION_FAMILY_CONFLICT_B_TEXT,找母亲调解,Ask mother to mediate
OPTION_FAMILY_SUPPORT_A_TEXT,接受帮助，感恩在心,Accept help with gratitude
OPTION_FAMILY_SUPPORT_B_TEXT,婉言谢绝，自己扛,"Politely decline, carry the burden alone"
OPTION_FAMILY_ILLNESS_A_TEXT,倾尽所有治病,Spend everything on treatment
OPTION_FAMILY_ILLNESS_B_TEXT,无力承担，只能保守治疗,"Can't afford it, opt for conservative treatment"
OPTION_FAMILY_CARE_A_TEXT,日夜守候，悉心照料,"Watch day and night, care attentively"
OPTION_FAMILY_CARE_B_TEXT,尽力而为，但也要顾自己,"Do your best, but also take care of yourself"
OPTION_FAMILY_SCHOOL_A_TEXT,全力支持，交学费,"Fully support, pay the tuition"
OPTION_FAMILY_SCHOOL_B_TEXT,暂时搁置，等情况好转再说,Put it on hold for now
OPTION_FAMILY_GRADUATION_A_TEXT,为家人感到骄傲,Feel proud of your family member
OPTION_FAMILY_GRADUATION_B_TEXT,让家人开始工作补贴家用,Have them start working to help the family
OPTION_FAMILY_TOGETHER_A_TEXT,开心出行，花点钱也值得,"Happy outing, spending a bit is worth it"
OPTION_FAMILY_TOGETHER_B_TEXT,找借口推脱,Make an excuse to decline
OPTION_FAMILY_FEUD_A_TEXT,断绝关系,Sever ties
OPTION_FAMILY_FEUD_B_TEXT,找母亲调解,Ask mother to mediate
OPTION_FAMILY_WEDDING_A_TEXT,大力操办，给足面子,"Organize grandly, give full face"
OPTION_FAMILY_WEDDING_B_TEXT,简单办一下就好,Keep it simple
OPTION_FAMILY_RETIREMENT_A_TEXT,陪伴庆祝，享受天伦,"Celebrate together, enjoy family time"
OPTION_FAMILY_RETIREMENT_B_TEXT,各自忙碌，偶尔联系,"Each busy, occasionally in touch"
OPTION_FAMILY_PASSING_A_TEXT,悲痛欲绝，难以释怀,"Devastated, unable to let go"
OPTION_FAMILY_PASSING_B_TEXT,化悲为痛，坚强面对,"Channel grief into strength, face it bravely"
OPTION_FAMILY_INHERITANCE_A_TEXT,接受遗产,Accept the inheritance
OPTION_FAMILY_INHERITANCE_B_TEXT,捐出大部分，留一小部分,"Donate most, keep a small portion"
OPTION_FRIEND_INVITE_A_TEXT,欣然赴约,Gladly accept the invitation
OPTION_FRIEND_INVITE_B_TEXT,婉拒邀请,Politely decline
OPTION_FRIEND_FAVOR_A_TEXT,慷慨解囊,Generously help out
OPTION_FRIEND_FAVOR_B_TEXT,爱莫能助,Unable to help
OPTION_FRIEND_BETRAYAL_A_TEXT,愤怒反击,Angry counterattack
OPTION_FRIEND_BETRAYAL_B_TEXT,选择原谅,Choose to forgive
OPTION_FRIEND_REUNION_A_TEXT,热情相拥，重拾旧谊,"Embrace warmly, renew old friendship"
OPTION_FRIEND_REUNION_B_TEXT,寒暄几句，各奔东西,"Exchange pleasantries, go separate ways"
OPTION_FRIEND_BUSINESS_A_TEXT,出资支持,Invest to support
OPTION_FRIEND_BUSINESS_B_TEXT,祝福但不参与,Wish well but don't participate
OPTION_FRIEND_LOAN_A_TEXT,借给他,Lend the money
OPTION_FRIEND_LOAN_B_TEXT,委婉拒绝,Politely decline
OPTION_JOB_INTERVIEW_A_TEXT,认真准备，全力以赴,"Prepare seriously, go all out"
OPTION_JOB_INTERVIEW_B_TEXT,放弃这次机会,Pass on this opportunity
OPTION_JOB_OFFER_A_TEXT,接受程序员职位,Accept the programmer position
OPTION_JOB_OFFER_B_TEXT,接受教师职位,Accept the teacher position
OPTION_JOB_REJECTION_A_TEXT,深受打击,Deeply discouraged
OPTION_JOB_REJECTION_B_TEXT,总结经验，继续努力,"Learn from it, keep trying"
OPTION_PROMOTION_A_TEXT,争取晋升,Go for the promotion
OPTION_PROMOTION_B_TEXT,安于现状,Stay in current position
OPTION_PROMOTION_SUCCESS_A_TEXT,大展宏图,Aim high
OPTION_PROMOTION_SUCCESS_B_TEXT,稳步前行,Proceed steadily
OPTION_PROMOTION_FAIL_A_TEXT,心灰意冷,Feel discouraged
OPTION_PROMOTION_FAIL_B_TEXT,加倍努力，来年再战,"Double the effort, try again next year"
OPTION_LAYOFF_A_TEXT,接受现实，重新开始,"Accept reality, start over"
OPTION_LAYOFF_B_TEXT,争取赔偿金,Fight for severance pay
OPTION_JOB_SEARCH_A_TEXT,积极投简历,Actively send out resumes
OPTION_JOB_SEARCH_B_TEXT,先休息一段时间,Take a break first
OPTION_JOB_SEARCH_SUCCESS_A_TEXT,接受公务员职位,Accept the civil servant position
OPTION_JOB_SEARCH_SUCCESS_B_TEXT,接受程序员职位,Accept the programmer position
OPTION_JOB_SEARCH_FAIL_A_TEXT,感到沮丧,Feel frustrated
OPTION_JOB_SEARCH_FAIL_B_TEXT,自我提升，再接再厉,"Self-improve, keep trying"
OPTION_CAREER_CHANGE_A_TEXT,转行当医生,Switch to being a doctor
OPTION_CAREER_CHANGE_B_TEXT,维持现状,Maintain the status quo
OPTION_CODE_OVERTIME_A_TEXT,加班赶工,Work overtime
OPTION_CODE_OVERTIME_B_TEXT,按时下班,Leave on time
OPTION_HOSPITAL_SHIFT_A_TEXT,坚守岗位,Stay at your post
OPTION_HOSPITAL_SHIFT_B_TEXT,找人替班,Find someone to cover
OPTION_STARTUP_IDEA_A_TEXT,辞职创业！,Quit and start a business!
OPTION_STARTUP_IDEA_B_TEXT,还是稳妥一些,Better to play it safe
OPTION_STARTUP_STRUGGLE_A_TEXT,咬牙坚持,Grit your teeth and persist
OPTION_STARTUP_STRUGGLE_B_TEXT,及时止损，放弃创业,"Cut losses, give up the startup"
OPTION_STARTUP_SUCCESS_A_TEXT,扩大规模，大展宏图,"Scale up, aim big"
OPTION_STARTUP_SUCCESS_B_TEXT,稳健经营，细水长流,"Steady operation, slow and steady"
OPTION_STARTUP_FAILURE_A_TEXT,一蹶不振,Unable to recover
OPTION_STARTUP_FAILURE_B_TEXT,总结教训，重新出发,"Learn from it, start fresh"
OPTION_MENTOR_APPEAR_A_TEXT,虚心请教,Humbly seek guidance
OPTION_MENTOR_APPEAR_B_TEXT,婉言谢绝,Politically decline
OPTION_MENTOR_GIFT_A_TEXT,感激接受,Accept with gratitude
OPTION_MENTOR_GIFT_B_TEXT,婉拒厚礼，只求指点,"Decline the gift, only seek guidance"
OPTION_RECOVERY_A_TEXT,积极康复，重拾信心,"Actively recover, regain confidence"
OPTION_RECOVERY_B_TEXT,慢慢调养,Slowly recuperate
OPTION_WINDFALL_A_TEXT,大胆投资,Boldly invest
OPTION_WINDFALL_B_TEXT,存起来以备不时之需,Save it for a rainy day
OPTION_INVESTMENT_RETURN_A_TEXT,继续加大投资,Increase investment
OPTION_INVESTMENT_RETURN_B_TEXT,见好就收,Take the profits and run
OPTION_MIDLIFE_CRISIS_A_TEXT,重新出发，改变现状,"Start fresh, change the status quo"
OPTION_MIDLIFE_CRISIS_B_TEXT,默默承受,Silently endure
OPTION_MIDLIFE_RENEWAL_A_TEXT,追求新的意义,Pursue new meaning
OPTION_MIDLIFE_RENEWAL_B_TEXT,享受当下,Enjoy the present
OPTION_EPIPHANY_A_TEXT,领悟人生真谛,Comprehend the true meaning of life
OPTION_EPIPHANY_B_TEXT,回归初心,Return to original aspirations
NPC_FRIEND,朋友,Friend
NPC_MENTOR,贵人,Mentor
NPC_COLLEAGUE,同事,Colleague
NPC_SPOUSE,伴侣,Spouse
PROFESSION_PROGRAMMER,程序员,Programmer
PROFESSION_CHANGE_TITLE,职业变更,Profession Change
PROFESSION_GAIN,成为%s,Become %s
NPC_RELATION_TITLE,人际关系,Relationships
NPC_RELATION_UP,%s好感度+%d,%s Favor +%d
NPC_RELATION_DOWN,%s好感度-%d,%s Favor -%d
EVENT_CHANGE_TITLE,事件变化,Event Changes
EVENT_UNLOCKED,解锁事件：%s,Unlocked Event: %s
EVENT_LOCKED,锁定事件：%s,Locked Event: %s
LOST_TRAITS,失去特质,Lost Traits
LOST_TOWERS,失去防御塔,Lost Towers
TOWER_LOST_FORMAT,失去防御塔：%s,Lost Tower: %s
REQ_PROFESSION,职业为%s,Profession is %s
REQ_PROFESSION_ABSENT,无职业,No Profession
REQ_NOT_PROFESSION,职业不是%s,Profession is not %s
REQ_NPC_RELATION_GTE,%s好感度≥%d,%s Favor ≥ %d
REQ_NPC_RELATION_LT,%s好感度<%d,%s Favor < %d
REQ_COMPLETED_EVENT,已完成：%s,Completed: %s
PROFESSION_LABEL,职业：%s,Profession: %s
SALARY_LABEL,💰%d,💰%d
SALARY_INCOME,薪资收入：%d,Salary Income: %d
FRIENDS_FAMILY_TITLE,亲友,Family & Friends
NPC_AFFECTION_LABEL,好感度：%d,Favor: %d
NPC_AGE_LABEL,年龄：%d,Age: %d
NPC_HEALTH_LOW,⚠健康：%d,⚠Health: %d
NPC_NONE,暂无亲友,No friends yet
NPC_FATHER_CADRE,爸爸,Dad
NPC_MOTHER_CADRE,妈妈,Mom
NPC_GRANDPA_CADRE,爷爷,Grandpa
NPC_GRANDMA_CADRE,奶奶,Grandma
NPC_FATHER_MERCHANT,爸爸,Dad
NPC_MOTHER_MERCHANT,妈妈,Mom
NPC_GRANDPA_MERCHANT,爷爷,Grandpa
NPC_GRANDMA_MERCHANT,奶奶,Grandma
NPC_FATHER_WORKER,爸爸,Dad
NPC_MOTHER_WORKER,妈妈,Mom
NPC_GRANDPA_WORKER,爷爷,Grandpa
NPC_GRANDMA_WORKER,奶奶,Grandma
NPC_FATHER_FARMER,爸爸,Dad
NPC_MOTHER_FARMER,妈妈,Mom
NPC_GRANDPA_FARMER,爷爷,Grandpa
NPC_GRANDMA_FARMER,奶奶,Grandma
NPC_FATHER_TEACHER,爸爸,Dad
NPC_MOTHER_TEACHER,妈妈,Mom
NPC_GRANDPA_TEACHER,爷爷,Grandpa
NPC_GRANDMA_TEACHER,姥姥,Grandma
NPC_FATHER_MILITARY,爸爸,Dad
NPC_MOTHER_MILITARY,妈妈,Mom
NPC_GRANDPA_MILITARY,爷爷,Grandpa
NPC_FATHER_ARTIST,爸爸,Dad
NPC_MOTHER_ARTIST,妈妈,Mom
NPC_GRANDPA_ARTIST,爷爷,Grandpa
NPC_FATHER_DOCTOR,爸爸,Dad
NPC_MOTHER_DOCTOR,妈妈,Mom
NPC_GRANDPA_DOCTOR,爷爷,Grandpa
NPC_GRANDMA_DOCTOR,姥姥,Grandma
NPC_FATHER_RURAL,爸爸,Dad
NPC_MOTHER_RURAL,妈妈,Mom
NPC_GRANDPA_RURAL,爷爷,Grandpa
NPC_GRANDMA_RURAL,奶奶,Grandma
NPC_FATHER_CELEBRITY,爸爸,Dad
NPC_MOTHER_CELEBRITY,妈妈,Mom
NPC_GRANDPA_CELEBRITY,爷爷,Grandpa
NPC_GRANDMA_CELEBRITY,姥姥,Grandma
NPC_PROFESSION_CIVIL_SERVANT,公务员,Civil Servant
NPC_PROFESSION_TEACHER,教师,Teacher
NPC_PROFESSION_RETIRED_CADRE,退休干部,Retired Cadre
NPC_PROFESSION_RETIRED,退休,Retired
NPC_PROFESSION_BUSINESS,个体户,Self-employed
NPC_PROFESSION_HOMEMAKER,家庭主妇,Homemaker
NPC_PROFESSION_RETIRED_WORKER,退休工人,Retired Worker
NPC_PROFESSION_WORKER,工人,Worker
NPC_PROFESSION_FARMER,务农,Farmer
NPC_PROFESSION_PROFESSOR,大学教授,Professor
NPC_PROFESSION_OFFICER,军官,Officer
NPC_PROFESSION_MILITARY_DOCTOR,军医,Military Doctor
NPC_PROFESSION_RETIRED_MILITARY,退伍军人,Veteran
NPC_PROFESSION_PAINTER,画家,Painter
NPC_PROFESSION_MUSICIAN,音乐家,Musician
NPC_PROFESSION_SURGEON,外科医生,Surgeon
NPC_PROFESSION_PHARMACIST,药剂师,Pharmacist
NPC_PROFESSION_RETIRED_DOCTOR,退休医生,Retired Doctor
NPC_PROFESSION_ENTREPRENEUR,企业家,Entrepreneur
NPC_PROFESSION_CELEBRITY,知名人士,Celebrity
NPC_RELATION_FATHER,父亲,Father
NPC_RELATION_MOTHER,母亲,Mother
NPC_RELATION_GRANDPA_P,祖父,Paternal Grandfather
NPC_RELATION_GRANDMA_P,祖母,Paternal Grandmother
NPC_RELATION_GRANDMA_M,外祖母,Maternal Grandmother
NPC_RELATION_MENTOR,贵人,Mentor
NPC_RELATION_OTHER,其他,Other
NPC_FIRST_CHILD,孩子,Child
NPC_SECOND_CHILD,二孩,Second Child
NPC_RELATION_CHILD,子女,Child
TOWER_REFUND,防御塔返还：%d金币,Tower Refund: %d gold
TRAIT_TOWER_SELL_BONUS_NAME,出售加成,Sell Bonus
TRAIT_TOWER_SELL_BONUS_DESC,防御塔出售价格+15%,Tower sell price +15%
TRAIT_TOWER_SELL_BONUS_2_NAME,出售专家,Sell Expert
TRAIT_TOWER_SELL_BONUS_2_DESC,防御塔出售价格+30%,Tower sell price +30%
TRAIT_TOWER_BARGAIN_NAME,建造折扣,Build Discount
TRAIT_TOWER_BARGAIN_DESC,防御塔建造费用-10%,Tower build cost -10%
TRAIT_TOWER_BARGAIN_2_NAME,建造达人,Build Master
TRAIT_TOWER_BARGAIN_2_DESC,防御塔建造费用-20%,Tower build cost -20%
TRAIT_EFFECT_FORMAT,%s：%s,%s: %s
TRAIT_LOST_FORMAT,失去词条：%s,Lost Trait: %s
OPTION_PARENTS_CARE_D_TEXT,让父母自己住，周末去看望,"Let parents live independently, visit on weekends"
